vertex_index,parcel_id,parcel_label,yeo_network_id,yeo_network_name,hemisphere
1587,181,7Networks_LH_Default_PFC_16,7,Default,lh
1588,181,7Networks_LH_Default_PFC_16,7,Default,lh
1589,89,7Networks_LH_DorsAttn_FEF_4,3,DorsAttn,lh
1590,89,7Networks_LH_DorsAttn_FEF_4,3,DorsAttn,lh
1591,89,7Networks_LH_DorsAttn_FEF_4,3,DorsAttn,lh
1592,89,7Networks_LH_DorsAttn_FEF_4,3,DorsAttn,lh
1593,189,7Networks_LH_Default_PFC_24,7,Default,lh
1594,189,7Networks_LH_Default_PFC_24,7,Default,lh
1595,113,7Networks_LH_SalVentAttn_Med_7,4,SalVentAttn,lh
1596,56,7Networks_LH_SomMot_25,2,SomMot,lh
1597,169,7Networks_LH_Default_PFC_4,7,Default,lh
1598,169,7Networks_LH_Default_PFC_4,7,Default,lh
1599,169,7Networks_LH_Default_PFC_4,7,Default,lh
1600,174,7Networks_LH_Default_PFC_9,7,Default,lh
1601,174,7Networks_LH_Default_PFC_9,7,Default,lh
1602,178,7Networks_LH_Default_PFC_13,7,Default,lh
1603,178,7Networks_LH_Default_PFC_13,7,Default,lh
1604,178,7Networks_LH_Default_PFC_13,7,Default,lh
1605,177,7Networks_LH_Default_PFC_12,7,Default,lh
1606,107,7Networks_LH_SalVentAttn_Med_1,4,SalVentAttn,lh
1607,107,7Networks_LH_SalVentAttn_Med_1,4,SalVentAttn,lh
1608,107,7Networks_LH_SalVentAttn_Med_1,4,SalVentAttn,lh
1609,110,7Networks_LH_SalVentAttn_Med_4,4,SalVentAttn,lh
1610,110,7Networks_LH_SalVentAttn_Med_4,4,SalVentAttn,lh
1611,170,7Networks_LH_Default_PFC_5,7,Default,lh
1612,167,7Networks_LH_Default_PFC_2,7,Default,lh
1613,167,7Networks_LH_Default_PFC_2,7,Default,lh
1614,167,7Networks_LH_Default_PFC_2,7,Default,lh
1615,134,7Networks_LH_Cont_OFC_1,6,Cont,lh
1616,118,7Networks_LH_Limbic_OFC_5,5,Limbic,lh
1617,118,7Networks_LH_Limbic_OFC_5,5,Limbic,lh
1618,118,7Networks_LH_Limbic_OFC_5,5,Limbic,lh
1619,168,7Networks_LH_Default_PFC_3,7,Default,lh
1620,168,7Networks_LH_Default_PFC_3,7,Default,lh
1621,168,7Networks_LH_Default_PFC_3,7,Default,lh
1622,169,7Networks_LH_Default_PFC_4,7,Default,lh
1623,169,7Networks_LH_Default_PFC_4,7,Default,lh
1624,90,7Networks_LH_DorsAttn_PrCv_1,3,DorsAttn,lh
1625,105,7Networks_LH_SalVentAttn_FrOperIns_9,4,SalVentAttn,lh
1626,140,7Networks_LH_Cont_PFCl_6,6,Cont,lh
1627,140,7Networks_LH_Cont_PFCl_6,6,Cont,lh
1628,140,7Networks_LH_Cont_PFCl_6,6,Cont,lh
1629,137,7Networks_LH_Cont_PFCl_3,6,Cont,lh
1630,137,7Networks_LH_Cont_PFCl_3,6,Cont,lh
1631,136,7Networks_LH_Cont_PFCl_2,6,Cont,lh
1632,136,7Networks_LH_Cont_PFCl_2,6,Cont,lh
1633,172,7Networks_LH_Default_PFC_7,7,Default,lh
1634,172,7Networks_LH_Default_PFC_7,7,Default,lh
1635,170,7Networks_LH_Default_PFC_5,7,Default,lh
1636,170,7Networks_LH_Default_PFC_5,7,Default,lh
1637,33,7Networks_LH_SomMot_2,2,SomMot,lh
1638,33,7Networks_LH_SomMot_2,2,SomMot,lh
1639,33,7Networks_LH_SomMot_2,2,SomMot,lh
1640,33,7Networks_LH_SomMot_2,2,SomMot,lh
1641,34,7Networks_LH_SomMot_3,2,SomMot,lh
1642,35,7Networks_LH_SomMot_4,2,SomMot,lh
1643,35,7Networks_LH_SomMot_4,2,SomMot,lh
1644,102,7Networks_LH_SalVentAttn_FrOperIns_6,4,SalVentAttn,lh
1645,102,7Networks_LH_SalVentAttn_FrOperIns_6,4,SalVentAttn,lh
1646,102,7Networks_LH_SalVentAttn_FrOperIns_6,4,SalVentAttn,lh
1647,102,7Networks_LH_SalVentAttn_FrOperIns_6,4,SalVentAttn,lh
1648,101,7Networks_LH_SalVentAttn_FrOperIns_5,4,SalVentAttn,lh
1649,101,7Networks_LH_SalVentAttn_FrOperIns_5,4,SalVentAttn,lh
1650,101,7Networks_LH_SalVentAttn_FrOperIns_5,4,SalVentAttn,lh
1651,94,7Networks_LH_SalVentAttn_ParOper_3,4,SalVentAttn,lh
1652,95,7Networks_LH_SalVentAttn_ParOper_4,4,SalVentAttn,lh
1653,95,7Networks_LH_SalVentAttn_ParOper_4,4,SalVentAttn,lh
1654,95,7Networks_LH_SalVentAttn_ParOper_4,4,SalVentAttn,lh
1655,95,7Networks_LH_SalVentAttn_ParOper_4,4,SalVentAttn,lh
1656,41,7Networks_LH_SomMot_10,2,SomMot,lh
1657,38,7Networks_LH_SomMot_7,2,SomMot,lh
1658,38,7Networks_LH_SomMot_7,2,SomMot,lh
1659,38,7Networks_LH_SomMot_7,2,SomMot,lh
1660,38,7Networks_LH_SomMot_7,2,SomMot,lh
1661,38,7Networks_LH_SomMot_7,2,SomMot,lh
1662,38,7Networks_LH_SomMot_7,2,SomMot,lh
1663,33,7Networks_LH_SomMot_2,2,SomMot,lh
1664,23,7Networks_LH_Vis_23,1,Vis,lh
1665,72,7Networks_LH_DorsAttn_Post_4,3,DorsAttn,lh
1666,72,7Networks_LH_DorsAttn_Post_4,3,DorsAttn,lh
1667,72,7Networks_LH_DorsAttn_Post_4,3,DorsAttn,lh
1668,72,7Networks_LH_DorsAttn_Post_4,3,DorsAttn,lh
1669,160,7Networks_LH_Default_Par_2,7,Default,lh
1670,160,7Networks_LH_Default_Par_2,7,Default,lh
1671,96,7Networks_LH_SalVentAttn_TempOcc_1,4,SalVentAttn,lh
1672,96,7Networks_LH_SalVentAttn_TempOcc_1,4,SalVentAttn,lh
1673,158,7Networks_LH_Default_Temp_10,7,Default,lh
1674,158,7Networks_LH_Default_Temp_10,7,Default,lh
1675,158,7Networks_LH_Default_Temp_10,7,Default,lh
1676,154,7Networks_LH_Default_Temp_6,7,Default,lh
1677,157,7Networks_LH_Default_Temp_9,7,Default,lh
1678,78,7Networks_LH_DorsAttn_Post_10,3,DorsAttn,lh
1679,75,7Networks_LH_DorsAttn_Post_7,3,DorsAttn,lh
1680,78,7Networks_LH_DorsAttn_Post_10,3,DorsAttn,lh
1681,78,7Networks_LH_DorsAttn_Post_10,3,DorsAttn,lh
1682,130,7Networks_LH_Cont_Par_4,6,Cont,lh
1683,164,7Networks_LH_Default_Par_6,7,Default,lh
1684,164,7Networks_LH_Default_Par_6,7,Default,lh
1685,164,7Networks_LH_Default_Par_6,7,Default,lh
1686,161,7Networks_LH_Default_Par_3,7,Default,lh
1687,161,7Networks_LH_Default_Par_3,7,Default,lh
1688,161,7Networks_LH_Default_Par_3,7,Default,lh
1689,161,7Networks_LH_Default_Par_3,7,Default,lh
1690,161,7Networks_LH_Default_Par_3,7,Default,lh
1691,191,7Networks_LH_Default_pCunPCC_2,7,Default,lh
1692,26,7Networks_LH_Vis_26,1,Vis,lh
1693,26,7Networks_LH_Vis_26,1,Vis,lh
1694,26,7Networks_LH_Vis_26,1,Vis,lh
1695,26,7Networks_LH_Vis_26,1,Vis,lh
1696,29,7Networks_LH_Vis_29,1,Vis,lh
1697,29,7Networks_LH_Vis_29,1,Vis,lh
1698,29,7Networks_LH_Vis_29,1,Vis,lh
1699,24,7Networks_LH_Vis_24,1,Vis,lh
1700,24,7Networks_LH_Vis_24,1,Vis,lh
1701,24,7Networks_LH_Vis_24,1,Vis,lh
1702,24,7Networks_LH_Vis_24,1,Vis,lh
1703,19,7Networks_LH_Vis_19,1,Vis,lh
1704,19,7Networks_LH_Vis_19,1,Vis,lh
1705,109,7Networks_LH_SalVentAttn_Med_3,4,SalVentAttn,lh
1706,109,7Networks_LH_SalVentAttn_Med_3,4,SalVentAttn,lh
1707,111,7Networks_LH_SalVentAttn_Med_5,4,SalVentAttn,lh
1708,111,7Networks_LH_SalVentAttn_Med_5,4,SalVentAttn,lh
1709,111,7Networks_LH_SalVentAttn_Med_5,4,SalVentAttn,lh
1710,200,7Networks_LH_Default_pCunPCC_11,7,Default,lh
1711,200,7Networks_LH_Default_pCunPCC_11,7,Default,lh
1712,200,7Networks_LH_Default_pCunPCC_11,7,Default,lh
1713,195,7Networks_LH_Default_pCunPCC_6,7,Default,lh
1714,195,7Networks_LH_Default_pCunPCC_6,7,Default,lh
1715,195,7Networks_LH_Default_pCunPCC_6,7,Default,lh
1716,195,7Networks_LH_Default_pCunPCC_6,7,Default,lh
1717,194,7Networks_LH_Default_pCunPCC_5,7,Default,lh
1718,177,7Networks_LH_Default_PFC_12,7,Default,lh
1719,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1720,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1721,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1722,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1723,147,7Networks_LH_Cont_Cing_2,6,Cont,lh
1724,147,7Networks_LH_Cont_Cing_2,6,Cont,lh
1725,147,7Networks_LH_Cont_Cing_2,6,Cont,lh
1726,147,7Networks_LH_Cont_Cing_2,6,Cont,lh
1727,193,7Networks_LH_Default_pCunPCC_4,7,Default,lh
1728,193,7Networks_LH_Default_pCunPCC_4,7,Default,lh
1729,193,7Networks_LH_Default_pCunPCC_4,7,Default,lh
1730,193,7Networks_LH_Default_pCunPCC_4,7,Default,lh
1731,192,7Networks_LH_Default_pCunPCC_3,7,Default,lh
1732,115,7Networks_LH_Limbic_OFC_2,5,Limbic,lh
1733,115,7Networks_LH_Limbic_OFC_2,5,Limbic,lh
1734,115,7Networks_LH_Limbic_OFC_2,5,Limbic,lh
1735,115,7Networks_LH_Limbic_OFC_2,5,Limbic,lh
1736,115,7Networks_LH_Limbic_OFC_2,5,Limbic,lh
1737,126,7Networks_LH_Limbic_TempPole_8,5,Limbic,lh
1738,126,7Networks_LH_Limbic_TempPole_8,5,Limbic,lh
1739,126,7Networks_LH_Limbic_TempPole_8,5,Limbic,lh
1740,123,7Networks_LH_Limbic_TempPole_5,5,Limbic,lh
1741,123,7Networks_LH_Limbic_TempPole_5,5,Limbic,lh
1742,121,7Networks_LH_Limbic_TempPole_3,5,Limbic,lh
1743,2,7Networks_LH_Vis_2,1,Vis,lh
1744,2,7Networks_LH_Vis_2,1,Vis,lh
1745,2,7Networks_LH_Vis_2,1,Vis,lh
1746,32,7Networks_LH_SomMot_1,2,SomMot,lh
1747,152,7Networks_LH_Default_Temp_4,7,Default,lh
1748,153,7Networks_LH_Default_Temp_5,7,Default,lh
1749,152,7Networks_LH_Default_Temp_4,7,Default,lh
1750,149,7Networks_LH_Default_Temp_1,7,Default,lh
1751,125,7Networks_LH_Limbic_TempPole_7,5,Limbic,lh
1752,124,7Networks_LH_Limbic_TempPole_6,5,Limbic,lh
1753,124,7Networks_LH_Limbic_TempPole_6,5,Limbic,lh
1754,124,7Networks_LH_Limbic_TempPole_6,5,Limbic,lh
1755,119,7Networks_LH_Limbic_TempPole_1,5,Limbic,lh
1756,119,7Networks_LH_Limbic_TempPole_1,5,Limbic,lh
1757,119,7Networks_LH_Limbic_TempPole_1,5,Limbic,lh
1758,119,7Networks_LH_Limbic_TempPole_1,5,Limbic,lh
1759,119,7Networks_LH_Limbic_TempPole_1,5,Limbic,lh
1760,71,7Networks_LH_DorsAttn_Post_3,3,DorsAttn,lh
1761,8,7Networks_LH_Vis_8,1,Vis,lh
1762,71,7Networks_LH_DorsAttn_Post_3,3,DorsAttn,lh
1763,71,7Networks_LH_DorsAttn_Post_3,3,DorsAttn,lh
1764,70,7Networks_LH_DorsAttn_Post_2,3,DorsAttn,lh
1765,151,7Networks_LH_Default_Temp_3,7,Default,lh
1766,151,7Networks_LH_Default_Temp_3,7,Default,lh
1767,151,7Networks_LH_Default_Temp_3,7,Default,lh
1768,122,7Networks_LH_Limbic_TempPole_4,5,Limbic,lh
1769,151,7Networks_LH_Default_Temp_3,7,Default,lh
1770,69,7Networks_LH_DorsAttn_Post_1,3,DorsAttn,lh
1771,122,7Networks_LH_Limbic_TempPole_4,5,Limbic,lh
1772,122,7Networks_LH_Limbic_TempPole_4,5,Limbic,lh
1773,123,7Networks_LH_Limbic_TempPole_5,5,Limbic,lh
1774,21,7Networks_LH_Vis_21,1,Vis,lh
1775,21,7Networks_LH_Vis_21,1,Vis,lh
1776,18,7Networks_LH_Vis_18,1,Vis,lh
1777,18,7Networks_LH_Vis_18,1,Vis,lh
1778,18,7Networks_LH_Vis_18,1,Vis,lh
1779,9,7Networks_LH_Vis_9,1,Vis,lh
1780,9,7Networks_LH_Vis_9,1,Vis,lh
1781,5,7Networks_LH_Vis_5,1,Vis,lh
1782,5,7Networks_LH_Vis_5,1,Vis,lh
1783,5,7Networks_LH_Vis_5,1,Vis,lh
1784,5,7Networks_LH_Vis_5,1,Vis,lh
1785,5,7Networks_LH_Vis_5,1,Vis,lh
1786,3,7Networks_LH_Vis_3,1,Vis,lh
1787,3,7Networks_LH_Vis_3,1,Vis,lh
1788,13,7Networks_LH_Vis_13,1,Vis,lh
1789,13,7Networks_LH_Vis_13,1,Vis,lh
1790,13,7Networks_LH_Vis_13,1,Vis,lh
1791,13,7Networks_LH_Vis_13,1,Vis,lh
1792,7,7Networks_LH_Vis_7,1,Vis,lh
1793,13,7Networks_LH_Vis_13,1,Vis,lh
1794,13,7Networks_LH_Vis_13,1,Vis,lh
1795,13,7Networks_LH_Vis_13,1,Vis,lh
1796,7,7Networks_LH_Vis_7,1,Vis,lh
1797,7,7Networks_LH_Vis_7,1,Vis,lh
1798,7,7Networks_LH_Vis_7,1,Vis,lh
1799,7,7Networks_LH_Vis_7,1,Vis,lh
1800,2,7Networks_LH_Vis_2,1,Vis,lh
1801,2,7Networks_LH_Vis_2,1,Vis,lh
1802,47,7Networks_LH_SomMot_16,2,SomMot,lh
1803,47,7Networks_LH_SomMot_16,2,SomMot,lh
1804,47,7Networks_LH_SomMot_16,2,SomMot,lh
1805,47,7Networks_LH_SomMot_16,2,SomMot,lh
1806,185,7Networks_LH_Default_PFC_20,7,Default,lh
1807,86,7Networks_LH_DorsAttn_FEF_1,3,DorsAttn,lh
1808,86,7Networks_LH_DorsAttn_FEF_1,3,DorsAttn,lh
1809,86,7Networks_LH_DorsAttn_FEF_1,3,DorsAttn,lh
1810,86,7Networks_LH_DorsAttn_FEF_1,3,DorsAttn,lh
1811,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1812,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1813,52,7Networks_LH_SomMot_21,2,SomMot,lh
1814,52,7Networks_LH_SomMot_21,2,SomMot,lh
1815,51,7Networks_LH_SomMot_20,2,SomMot,lh
1816,51,7Networks_LH_SomMot_20,2,SomMot,lh
1817,50,7Networks_LH_SomMot_19,2,SomMot,lh
1818,50,7Networks_LH_SomMot_19,2,SomMot,lh
1819,50,7Networks_LH_SomMot_19,2,SomMot,lh
1820,50,7Networks_LH_SomMot_19,2,SomMot,lh
1821,48,7Networks_LH_SomMot_17,2,SomMot,lh
1822,47,7Networks_LH_SomMot_16,2,SomMot,lh
1823,66,7Networks_LH_SomMot_35,2,SomMot,lh
1824,60,7Networks_LH_SomMot_29,2,SomMot,lh
1825,66,7Networks_LH_SomMot_35,2,SomMot,lh
1826,59,7Networks_LH_SomMot_28,2,SomMot,lh
1827,59,7Networks_LH_SomMot_28,2,SomMot,lh
1828,59,7Networks_LH_SomMot_28,2,SomMot,lh
1829,59,7Networks_LH_SomMot_28,2,SomMot,lh
1830,59,7Networks_LH_SomMot_28,2,SomMot,lh
1831,52,7Networks_LH_SomMot_21,2,SomMot,lh
1832,52,7Networks_LH_SomMot_21,2,SomMot,lh
1833,65,7Networks_LH_SomMot_34,2,SomMot,lh
1834,65,7Networks_LH_SomMot_34,2,SomMot,lh
1835,65,7Networks_LH_SomMot_34,2,SomMot,lh
1836,65,7Networks_LH_SomMot_34,2,SomMot,lh
1837,68,7Networks_LH_SomMot_37,2,SomMot,lh
1838,62,7Networks_LH_SomMot_31,2,SomMot,lh
1839,62,7Networks_LH_SomMot_31,2,SomMot,lh
1840,66,7Networks_LH_SomMot_35,2,SomMot,lh
1841,66,7Networks_LH_SomMot_35,2,SomMot,lh
1842,66,7Networks_LH_SomMot_35,2,SomMot,lh
1843,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1844,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1845,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1846,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1847,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1848,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1849,87,7Networks_LH_DorsAttn_FEF_2,3,DorsAttn,lh
1850,61,7Networks_LH_SomMot_30,2,SomMot,lh
1851,61,7Networks_LH_SomMot_30,2,SomMot,lh
1852,173,7Networks_LH_Default_PFC_8,7,Default,lh
1853,173,7Networks_LH_Default_PFC_8,7,Default,lh
1854,173,7Networks_LH_Default_PFC_8,7,Default,lh
1855,178,7Networks_LH_Default_PFC_13,7,Default,lh
1856,178,7Networks_LH_Default_PFC_13,7,Default,lh
1857,179,7Networks_LH_Default_PFC_14,7,Default,lh
1858,178,7Networks_LH_Default_PFC_13,7,Default,lh
1859,178,7Networks_LH_Default_PFC_13,7,Default,lh
1860,178,7Networks_LH_Default_PFC_13,7,Default,lh
1861,178,7Networks_LH_Default_PFC_13,7,Default,lh
1862,183,7Networks_LH_Default_PFC_18,7,Default,lh
1863,135,7Networks_LH_Cont_PFCl_1,6,Cont,lh
1864,135,7Networks_LH_Cont_PFCl_1,6,Cont,lh
1865,171,7Networks_LH_Default_PFC_6,7,Default,lh
1866,171,7Networks_LH_Default_PFC_6,7,Default,lh
1867,171,7Networks_LH_Default_PFC_6,7,Default,lh
1868,171,7Networks_LH_Default_PFC_6,7,Default,lh
1869,171,7Networks_LH_Default_PFC_6,7,Default,lh
1870,118,7Networks_LH_Limbic_OFC_5,5,Limbic,lh
1871,118,7Networks_LH_Limbic_OFC_5,5,Limbic,lh
1872,173,7Networks_LH_Default_PFC_8,7,Default,lh
1873,140,7Networks_LH_Cont_PFCl_6,6,Cont,lh
1874,140,7Networks_LH_Cont_PFCl_6,6,Cont,lh
1875,139,7Networks_LH_Cont_PFCl_5,6,Cont,lh
1876,139,7Networks_LH_Cont_PFCl_5,6,Cont,lh
1877,139,7Networks_LH_Cont_PFCl_5,6,Cont,lh
1878,139,7Networks_LH_Cont_PFCl_5,6,Cont,lh
1879,137,7Networks_LH_Cont_PFCl_3,6,Cont,lh
1880,137,7Networks_LH_Cont_PFCl_3,6,Cont,lh
1881,137,7Networks_LH_Cont_PFCl_3,6,Cont,lh
1882,137,7Networks_LH_Cont_PFCl_3,6,Cont,lh
1883,36,7Networks_LH_SomMot_5,2,SomMot,lh
1884,36,7Networks_LH_SomMot_5,2,SomMot,lh
1885,36,7Networks_LH_SomMot_5,2,SomMot,lh
1886,35,7Networks_LH_SomMot_4,2,SomMot,lh
1887,35,7Networks_LH_SomMot_4,2,SomMot,lh
1888,35,7Networks_LH_SomMot_4,2,SomMot,lh
1889,35,7Networks_LH_SomMot_4,2,SomMot,lh
1890,35,7Networks_LH_SomMot_4,2,SomMot,lh
1891,102,7Networks_LH_SalVentAttn_FrOperIns_6,4,SalVentAttn,lh
1892,102,7Networks_LH_SalVentAttn_FrOperIns_6,4,SalVentAttn,lh
1893,103,7Networks_LH_SalVentAttn_FrOperIns_7,4,SalVentAttn,lh
1894,94,7Networks_LH_SalVentAttn_ParOper_3,4,SalVentAttn,lh
1895,92,7Networks_LH_SalVentAttn_ParOper_1,4,SalVentAttn,lh
1896,92,7Networks_LH_SalVentAttn_ParOper_1,4,SalVentAttn,lh
1897,92,7Networks_LH_SalVentAttn_ParOper_1,4,SalVentAttn,lh
1898,41,7Networks_LH_SomMot_10,2,SomMot,lh
1899,41,7Networks_LH_SomMot_10,2,SomMot,lh
1900,41,7Networks_LH_SomMot_10,2,SomMot,lh
1901,41,7Networks_LH_SomMot_10,2,SomMot,lh
1902,41,7Networks_LH_SomMot_10,2,SomMot,lh
1903,36,7Networks_LH_SomMot_5,2,SomMot,lh
1904,162,7Networks_LH_Default_Par_4,7,Default,lh
1905,160,7Networks_LH_Default_Par_2,7,Default,lh
1906,160,7Networks_LH_Default_Par_2,7,Default,lh
1907,162,7Networks_LH_Default_Par_4,7,Default,lh
1908,160,7Networks_LH_Default_Par_2,7,Default,lh
1909,163,7Networks_LH_Default_Par_5,7,Default,lh
1910,163,7Networks_LH_Default_Par_5,7,Default,lh
1911,160,7Networks_LH_Default_Par_2,7,Default,lh
1912,163,7Networks_LH_Default_Par_5,7,Default,lh
1913,159,7Networks_LH_Default_Par_1,7,Default,lh
1914,159,7Networks_LH_Default_Par_1,7,Default,lh
1915,77,7Networks_LH_DorsAttn_Post_9,3,DorsAttn,lh
1916,130,7Networks_LH_Cont_Par_4,6,Cont,lh
1917,130,7Networks_LH_Cont_Par_4,6,Cont,lh
1918,130,7Networks_LH_Cont_Par_4,6,Cont,lh
1919,130,7Networks_LH_Cont_Par_4,6,Cont,lh
1920,165,7Networks_LH_Default_Par_7,7,Default,lh
1921,165,7Networks_LH_Default_Par_7,7,Default,lh
1922,164,7Networks_LH_Default_Par_6,7,Default,lh
1923,164,7Networks_LH_Default_Par_6,7,Default,lh
1924,162,7Networks_LH_Default_Par_4,7,Default,lh
1925,194,7Networks_LH_Default_pCunPCC_5,7,Default,lh
1926,194,7Networks_LH_Default_pCunPCC_5,7,Default,lh
1927,194,7Networks_LH_Default_pCunPCC_5,7,Default,lh
1928,30,7Networks_LH_Vis_30,1,Vis,lh
1929,30,7Networks_LH_Vis_30,1,Vis,lh
1930,144,7Networks_LH_Cont_pCun_1,6,Cont,lh
1931,31,7Networks_LH_Vis_31,1,Vis,lh
1932,29,7Networks_LH_Vis_29,1,Vis,lh
1933,29,7Networks_LH_Vis_29,1,Vis,lh
1934,27,7Networks_LH_Vis_27,1,Vis,lh
1935,27,7Networks_LH_Vis_27,1,Vis,lh
1936,112,7Networks_LH_SalVentAttn_Med_6,4,SalVentAttn,lh
1937,111,7Networks_LH_SalVentAttn_Med_5,4,SalVentAttn,lh
1938,112,7Networks_LH_SalVentAttn_Med_6,4,SalVentAttn,lh
1939,112,7Networks_LH_SalVentAttn_Med_6,4,SalVentAttn,lh
1940,200,7Networks_LH_Default_pCunPCC_11,7,Default,lh
1941,83,7Networks_LH_DorsAttn_Post_15,3,DorsAttn,lh
1942,145,7Networks_LH_Cont_pCun_2,6,Cont,lh
1943,200,7Networks_LH_Default_pCunPCC_11,7,Default,lh
1944,199,7Networks_LH_Default_pCunPCC_10,7,Default,lh
1945,199,7Networks_LH_Default_pCunPCC_10,7,Default,lh
1946,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1947,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1948,107,7Networks_LH_SalVentAttn_Med_1,4,SalVentAttn,lh
1949,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1950,146,7Networks_LH_Cont_Cing_1,6,Cont,lh
1951,108,7Networks_LH_SalVentAttn_Med_2,4,SalVentAttn,lh
1952,198,7Networks_LH_Default_pCunPCC_9,7,Default,lh
1953,147,7Networks_LH_Cont_Cing_2,6,Cont,lh
1954,198,7Networks_LH_Default_pCunPCC_9,7,Default,lh
1955,147,7Networks_LH_Cont_Cing_2,6,Cont,lh
1956,197,7Networks_LH_Default_pCunPCC_8,7,Default,lh
1957,114,7Networks_LH_Limbic_OFC_1,5,Limbic,lh
1958,114,7Networks_LH_Limbic_OFC_1,5,Limbic,lh
1959,114,7Networks_LH_Limbic_OFC_1,5,Limbic,lh
1960,114,7Networks_LH_Limbic_OFC_1,5,Limbic,lh
1961,115,7Networks_LH_Limbic_OFC_2,5,Limbic,lh
1962,117,7Networks_LH_Limbic_OFC_4,5,Limbic,lh
1963,117,7Networks_LH_Limbic_OFC_4,5,Limbic,lh
1964,126,7Networks_LH_Limbic_TempPole_8,5,Limbic,lh
1965,126,7Networks_LH_Limbic_TempPole_8,5,Limbic,lh
1966,126,7Networks_LH_Limbic_TempPole_8,5,Limbic,lh
1967,2,7Networks_LH_Vis_2,1,Vis,lh
1968,100,7Networks_LH_SalVentAttn_FrOperIns_4,4,SalVentAttn,lh
1969,97,7Networks_LH_SalVentAttn_FrOperIns_1,4,SalVentAttn,lh
1970,97,7Networks_LH_SalVentAttn_FrOperIns_1,4,SalVentAttn,lh
1971,97,7Networks_LH_SalVentAttn_FrOperIns_1,4,SalVentAttn,lh
1972,97,7Networks_LH_SalVentAttn_FrOperIns_1,4,SalVentAttn,lh
1973,97,7Networks_LH_SalVentAttn_FrOperIns_1,4,SalVentAttn,lh
1974,97,7Networks_LH_SalVentAttn_FrOperIns_1,4,SalVentAttn,lh
1975,125,7Networks_LH_Limbic_TempPole_7,5,Limbic,lh
1976,125,7Networks_LH_Limbic_TempPole_7,5,Limbic,lh
1977,125,7Networks_LH_Limbic_TempPole_7,5,Limbic,lh
1978,125,7Networks_LH_Limbic_TempPole_7,5,Limbic,lh
1979,133,7Networks_LH_Cont_Temp_1,6,Cont,lh
1980,133,7Networks_LH_Cont_Temp_1,6,Cont,lh
1981,133,7Networks_LH_Cont_Temp_1,6,Cont,lh
1982,133,7Networks_LH_Cont_Temp_1,6,Cont,lh
1983,151,7Networks_LH_Default_Temp_3,7,Default,lh
1984,151,7Networks_LH_Default_Temp_3,7,Default,lh
1985,151,7Networks_LH_Default_Temp_3,7,Default,lh
1986,151,7Networks_LH_Default_Temp_3,7,Default,lh
1987,151,7Networks_LH_Default_Temp_3,7,Default,lh
1988,150,7Networks_LH_Default_Temp_2,7,Default,lh
1989,150,7Networks_LH_Default_Temp_2,7,Default,lh
1990,15,7Networks_LH_Vis_15,1,Vis,lh
1991,15,7Networks_LH_Vis_15,1,Vis,lh
1992,15,7Networks_LH_Vis_15,1,Vis,lh
1993,15,7Networks_LH_Vis_15,1,Vis,lh
1994,12,7Networks_LH_Vis_12,1,Vis,lh
1995,12,7Networks_LH_Vis_12,1,Vis,lh
1996,9,7Networks_LH_Vis_9,1,Vis,lh
1997,9,7Networks_LH_Vis_9,1,Vis,lh
1998,6,7Networks_LH_Vis_6,1,Vis,lh
1999,6,7Networks_LH_Vis_6,1,Vis,lh
2000,3,7Networks_LH_Vis_3,1,Vis,lh
2001,20,7Networks_LH_Vis_20,1,Vis,lh
2002,20,7Networks_LH_Vis_20,1,Vis,lh
2003,20,7Networks_LH_Vis_20,1,Vis,lh
2004,20,7Networks_LH_Vis_20,1,Vis,lh
2005,13,7Networks_LH_Vis_13,1,Vis,lh
2006,20,7Networks_LH_Vis_20,1,Vis,lh
2007,13,7Networks_LH_Vis_13,1,Vis,lh
2008,13,7Networks_LH_Vis_13,1,Vis,lh
2009,13,7Networks_LH_Vis_13,1,Vis,lh
2010,10,7Networks_LH_Vis_10,1,Vis,lh
2011,10,7Networks_LH_Vis_10,1,Vis,lh
2012,40,7Networks_LH_SomMot_9,2,SomMot,lh
2013,105,7Networks_LH_SalVentAttn_FrOperIns_9,4,SalVentAttn,lh
2014,90,7Networks_LH_DorsAttn_PrCv_1,3,DorsAttn,lh
2015,105,7Networks_LH_SalVentAttn_FrOperIns_9,4,SalVentAttn,lh
2016,90,7Networks_LH_DorsAttn_PrCv_1,3,DorsAttn,lh
2017,90,7Networks_LH_DorsAttn_PrCv_1,3,DorsAttn,lh
